"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","551","Login with correct email and password","LMS service","Sun Jun 22 22:52:24 GMT 2025","passed","Sun Jun 22 22:52:24 GMT 2025","Login","Authentication","",""
"","44","Update course","LMS service","Sun Jun 22 22:52:24 GMT 2025","passed","Sun Jun 22 22:52:24 GMT 2025","Update entity","Courses","",""
"","21","Update exercise","LMS service","Sun Jun 22 22:52:27 GMT 2025","passed","Sun Jun 22 22:52:27 GMT 2025","Update entity","Exercises","",""
"","257","Create file with empty filename","LMS service","Sun Jun 22 22:52:30 GMT 2025","passed","Sun Jun 22 22:52:30 GMT 2025","Validate entity","Files","",""
"","20","Get exercises","LMS service","Sun Jun 22 22:52:29 GMT 2025","passed","Sun Jun 22 22:52:29 GMT 2025","Get entities","Exercises","",""
"","12","Get user me","LMS service","Sun Jun 22 22:52:33 GMT 2025","passed","Sun Jun 22 22:52:34 GMT 2025","Get entity","Users","",""
"","20","Delete file","LMS service","Sun Jun 22 22:52:31 GMT 2025","passed","Sun Jun 22 22:52:31 GMT 2025","Delete entity","Files","",""
"","556","Create user","LMS service","Sun Jun 22 22:52:33 GMT 2025","passed","Sun Jun 22 22:52:33 GMT 2025","Create entity","Users","",""
"","25","Create exercise","LMS service","Sun Jun 22 22:52:27 GMT 2025","passed","Sun Jun 22 22:52:27 GMT 2025","Create entity","Exercises","",""
"","268","Create file with empty directory","LMS service","Sun Jun 22 22:52:31 GMT 2025","passed","Sun Jun 22 22:52:31 GMT 2025","Validate entity","Files","",""
"","31","Get exercise","LMS service","Sun Jun 22 22:52:28 GMT 2025","passed","Sun Jun 22 22:52:28 GMT 2025","Get entity","Exercises","",""
"","266","Get file with incorrect file id","LMS service","Sun Jun 22 22:52:32 GMT 2025","passed","Sun Jun 22 22:52:33 GMT 2025","Validate entity","Files","",""
"","519","Create user","LMS service","Sun Jun 22 22:52:32 GMT 2025","passed","Sun Jun 22 22:52:33 GMT 2025","Create entity","Users","",""
"","13","Get file","LMS service","Sun Jun 22 22:52:30 GMT 2025","passed","Sun Jun 22 22:52:30 GMT 2025","Get entity","Files","",""
"","530","Create user","LMS service","Sun Jun 22 22:52:32 GMT 2025","passed","Sun Jun 22 22:52:32 GMT 2025","Create entity","Users","",""
"","20","Delete exercise","LMS service","Sun Jun 22 22:52:28 GMT 2025","passed","Sun Jun 22 22:52:28 GMT 2025","Delete entity","Exercises","",""
"","30","Create course","LMS service","Sun Jun 22 22:52:26 GMT 2025","passed","Sun Jun 22 22:52:26 GMT 2025","Create entity","Courses","",""
"","15","Get courses","LMS service","Sun Jun 22 22:52:26 GMT 2025","passed","Sun Jun 22 22:52:26 GMT 2025","Get entities","Courses","",""
"","21","Create file","LMS service","Sun Jun 22 22:52:29 GMT 2025","passed","Sun Jun 22 22:52:29 GMT 2025","Create entity","Files","",""
