"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","293","Delete exercise","LMS service","Sun Jun 22 22:59:58 GMT 2025","passed","Sun Jun 22 22:59:59 GMT 2025","Delete entity","Exercises","",""
"","21","Get exercise","LMS service","Sun Jun 22 22:59:58 GMT 2025","passed","Sun Jun 22 22:59:58 GMT 2025","Get entity","Exercises","",""
"","303","Update course","LMS service","Sun Jun 22 22:59:55 GMT 2025","passed","Sun Jun 22 22:59:55 GMT 2025","Update entity","Courses","",""
"","267","Create file","LMS service","Sun Jun 22 22:59:59 GMT 2025","passed","Sun Jun 22 22:59:59 GMT 2025","Create entity","Files","",""
"","13","Get user me","LMS service","Sun Jun 22 23:00:04 GMT 2025","passed","Sun Jun 22 23:00:04 GMT 2025","Get entity","Users","",""
"","257","Create file with empty directory","LMS service","Sun Jun 22 23:00:01 GMT 2025","passed","Sun Jun 22 23:00:01 GMT 2025","Validate entity","Files","",""
"","291","Update exercise","LMS service","Sun Jun 22 22:59:57 GMT 2025","passed","Sun Jun 22 22:59:57 GMT 2025","Update entity","Exercises","",""
"","285","Login with correct email and password","LMS service","Sun Jun 22 22:59:54 GMT 2025","passed","Sun Jun 22 22:59:54 GMT 2025","Login","Authentication","",""
"","21","Create exercise","LMS service","Sun Jun 22 22:59:56 GMT 2025","passed","Sun Jun 22 22:59:56 GMT 2025","Create entity","Exercises","",""
"","289","Create user","LMS service","Sun Jun 22 23:00:02 GMT 2025","passed","Sun Jun 22 23:00:03 GMT 2025","Create entity","Users","",""
"","16","Get courses","LMS service","Sun Jun 22 22:59:55 GMT 2025","passed","Sun Jun 22 22:59:55 GMT 2025","Get entities","Courses","",""
"","28","Delete file","LMS service","Sun Jun 22 23:00:02 GMT 2025","passed","Sun Jun 22 23:00:02 GMT 2025","Delete entity","Files","",""
"","13","Get file","LMS service","Sun Jun 22 23:00:00 GMT 2025","passed","Sun Jun 22 23:00:00 GMT 2025","Get entity","Files","",""
"","533","Create user","LMS service","Sun Jun 22 23:00:02 GMT 2025","passed","Sun Jun 22 23:00:02 GMT 2025","Create entity","Users","",""
"","15","Get exercises","LMS service","Sun Jun 22 22:59:59 GMT 2025","passed","Sun Jun 22 22:59:59 GMT 2025","Get entities","Exercises","",""
"","560","Create user","LMS service","Sun Jun 22 23:00:02 GMT 2025","passed","Sun Jun 22 23:00:03 GMT 2025","Create entity","Users","",""
"","263","Create file with empty filename","LMS service","Sun Jun 22 23:00:00 GMT 2025","passed","Sun Jun 22 23:00:01 GMT 2025","Validate entity","Files","",""
"","27","Create course","LMS service","Sun Jun 22 22:59:56 GMT 2025","passed","Sun Jun 22 22:59:56 GMT 2025","Create entity","Courses","",""
"","262","Get file with incorrect file id","LMS service","Sun Jun 22 23:00:02 GMT 2025","passed","Sun Jun 22 23:00:02 GMT 2025","Validate entity","Files","",""
