"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","Create file with empty directory","LMS service","Sun Jun 22 23:00:10 GMT 2025","passed","Sun Jun 22 23:00:10 GMT 2025","Validate entity","Files","",""
"","29","Delete file","LMS service","Sun Jun 22 23:00:11 GMT 2025","passed","Sun Jun 22 23:00:11 GMT 2025","Delete entity","Files","",""
"","260","Create file","LMS service","Sun Jun 22 23:00:08 GMT 2025","passed","Sun Jun 22 23:00:08 GMT 2025","Create entity","Files","",""
"","525","Create user","LMS service","Sun Jun 22 23:00:11 GMT 2025","passed","Sun Jun 22 23:00:11 GMT 2025","Create entity","Users","",""
"","23","Create exercise","LMS service","Sun Jun 22 23:00:05 GMT 2025","passed","Sun Jun 22 23:00:05 GMT 2025","Create entity","Exercises","",""
"","289","Update exercise","LMS service","Sun Jun 22 23:00:06 GMT 2025","passed","Sun Jun 22 23:00:06 GMT 2025","Update entity","Exercises","",""
"","12","Get user me","LMS service","Sun Jun 22 23:00:12 GMT 2025","passed","Sun Jun 22 23:00:12 GMT 2025","Get entity","Users","",""
"","289","Create user","LMS service","Sun Jun 22 23:00:11 GMT 2025","passed","Sun Jun 22 23:00:12 GMT 2025","Create entity","Users","",""
"","289","Delete exercise","LMS service","Sun Jun 22 23:00:07 GMT 2025","passed","Sun Jun 22 23:00:07 GMT 2025","Delete entity","Exercises","",""
"","21","Get exercise","LMS service","Sun Jun 22 23:00:07 GMT 2025","passed","Sun Jun 22 23:00:07 GMT 2025","Get entity","Exercises","",""
"","264","Get file with incorrect file id","LMS service","Sun Jun 22 23:00:11 GMT 2025","passed","Sun Jun 22 23:00:11 GMT 2025","Validate entity","Files","",""
"","12","Get file","LMS service","Sun Jun 22 23:00:09 GMT 2025","passed","Sun Jun 22 23:00:09 GMT 2025","Get entity","Files","",""
"","301","Update course","LMS service","Sun Jun 22 23:00:04 GMT 2025","passed","Sun Jun 22 23:00:04 GMT 2025","Update entity","Courses","",""
"","559","Create user","LMS service","Sun Jun 22 23:00:11 GMT 2025","passed","Sun Jun 22 23:00:12 GMT 2025","Create entity","Users","",""
"","555","Login with correct email and password","LMS service","Sun Jun 22 23:00:03 GMT 2025","passed","Sun Jun 22 23:00:03 GMT 2025","Login","Authentication","",""
"","17","Get exercises","LMS service","Sun Jun 22 23:00:08 GMT 2025","passed","Sun Jun 22 23:00:08 GMT 2025","Get entities","Exercises","",""
"","15","Get courses","LMS service","Sun Jun 22 23:00:04 GMT 2025","passed","Sun Jun 22 23:00:04 GMT 2025","Get entities","Courses","",""
"","267","Create file with empty filename","LMS service","Sun Jun 22 23:00:09 GMT 2025","passed","Sun Jun 22 23:00:10 GMT 2025","Validate entity","Files","",""
"","32","Create course","LMS service","Sun Jun 22 23:00:05 GMT 2025","passed","Sun Jun 22 23:00:05 GMT 2025","Create entity","Courses","",""
