"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","Create file with empty directory","LMS service","Mon Jun 23 10:04:15 GMT 2025","passed","Mon Jun 23 10:04:16 GMT 2025","Validate entity","Files","",""
"","302","Create course","LMS service","Mon Jun 23 10:04:10 GMT 2025","passed","Mon Jun 23 10:04:10 GMT 2025","Create entity","Courses","",""
"","25","Create exercise","LMS service","Mon Jun 23 10:04:11 GMT 2025","passed","Mon Jun 23 10:04:11 GMT 2025","Create entity","Exercises","",""
"","265","Create file","LMS service","Mon Jun 23 10:04:14 GMT 2025","passed","Mon Jun 23 10:04:14 GMT 2025","Create entity","Files","",""
"","14","Get file","LMS service","Mon Jun 23 10:04:14 GMT 2025","passed","Mon Jun 23 10:04:14 GMT 2025","Get entity","Files","",""
"","287","Update exercise","LMS service","Mon Jun 23 10:04:11 GMT 2025","passed","Mon Jun 23 10:04:12 GMT 2025","Update entity","Exercises","",""
"","264","Create file with empty filename","LMS service","Mon Jun 23 10:04:15 GMT 2025","passed","Mon Jun 23 10:04:15 GMT 2025","Validate entity","Files","",""
"","289","Create user","LMS service","Mon Jun 23 10:04:17 GMT 2025","passed","Mon Jun 23 10:04:17 GMT 2025","Create entity","Users","",""
"","553","Login with correct email and password","LMS service","Mon Jun 23 10:04:08 GMT 2025","passed","Mon Jun 23 10:04:09 GMT 2025","Login","Authentication","",""
"","16","Get exercises","LMS service","Mon Jun 23 10:04:13 GMT 2025","passed","Mon Jun 23 10:04:13 GMT 2025","Get entities","Exercises","",""
"","306","Update course","LMS service","Mon Jun 23 10:04:09 GMT 2025","passed","Mon Jun 23 10:04:09 GMT 2025","Update entity","Courses","",""
"","292","Delete exercise","LMS service","Mon Jun 23 10:04:13 GMT 2025","passed","Mon Jun 23 10:04:13 GMT 2025","Delete entity","Exercises","",""
"","25","Delete file","LMS service","Mon Jun 23 10:04:16 GMT 2025","passed","Mon Jun 23 10:04:16 GMT 2025","Delete entity","Files","",""
"","562","Create user","LMS service","Mon Jun 23 10:04:17 GMT 2025","passed","Mon Jun 23 10:04:17 GMT 2025","Create entity","Users","",""
"","532","Create user","LMS service","Mon Jun 23 10:04:16 GMT 2025","passed","Mon Jun 23 10:04:17 GMT 2025","Create entity","Users","",""
"","15","Get courses","LMS service","Mon Jun 23 10:04:09 GMT 2025","passed","Mon Jun 23 10:04:10 GMT 2025","Get entities","Courses","",""
"","259","Get file with incorrect file id","LMS service","Mon Jun 23 10:04:16 GMT 2025","passed","Mon Jun 23 10:04:17 GMT 2025","Validate entity","Files","",""
"","12","Get user me","LMS service","Mon Jun 23 10:04:18 GMT 2025","passed","Mon Jun 23 10:04:18 GMT 2025","Get entity","Users","",""
"","25","Get exercise","LMS service","Mon Jun 23 10:04:12 GMT 2025","passed","Mon Jun 23 10:04:12 GMT 2025","Get entity","Exercises","",""
